Day,Month,Year,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal
1,1,2016,Andhra Pradesh,28,26,27,72,160
1,1,2016,Bihar,25,17.33,20,65,139.33
1,1,2016,Chandigarh,28,18,22,65,145
1,1,2016,Chhattisgarh,21,24,27,70,140
1,1,2016,Delhi,29,19,21,73,161
1,1,2016,Goa,39,29,25,83,168
1,1,2016,Gujarat,24.75,20.5,23.5,69.25,132
1,1,2016,Haryana,26.5,17.75,21.25,64.25,159.75
1,1,2016,Himachal Pradesh,29.5,20,21.25,72,162
1,1,2016,Jammu and Kashmir,28,19,21.5,72.5,154
1,1,2016,Jharkhand,29,22,22,72,145
1,1,2016,Karnataka,35,31.5,27.25,69.25,156.25
1,1,2016,Kerala,32,32.17,34.17,67.17,163.33
1,1,2016,Madhya Pradesh,25.67,17.17,20.17,63.17,135.33
1,1,2016,Maharashtra,28.5,26.5,29,69.5,146.5
1,1,2016,Odisha,24.5,21,23,64.25,133.25
1,1,2016,Puducherry,28,32,26,72,160
1,1,2016,Punjab,27.67,18,21.33,67.33,155.67
1,1,2016,Rajasthan,26.33,18.33,21.33,62.33,133
1,1,2016,Tamil Nadu,29.5,30.5,26.67,70.5,155
1,1,2016,Telangana,27.33,27.17,29,65.33,155.33
1,1,2016,Tripura,29,22.73125,26,70,149.5829167
1,1,2016,Uttar Pradesh,22.25,17.88,20.75,67.13,143.75
1,1,2016,Uttarakhand,22.5,20.75,22,70.5,140.5
1,1,2016,West Bengal,29,20,22.5,71.5,146
1,1,2017,Andhra Pradesh,31.5,29,29.5,124,100.5
1,1,2017,Bihar,27,24,27,127,90
1,1,2017,Chhattisgarh,23,24,27,140,95
1,1,2017,Delhi,30,22,25,126,104
1,1,2017,Gujarat,23.5,23.25,24.75,110.5,97.5
1,1,2017,Madhya Pradesh,23,19,21.67,132,103.33
1,1,2017,Maharashtra,32.25,28.5,31.75,126.25,97.5
1,1,2017,Odisha,24,24.46642857,27.33,127.33,79.67
1,1,2017,Puducherry,32,34,28,140,110
1,1,2017,Punjab,28,20.5,26,121.5,116.5
1,1,2017,Rajasthan,25,22,26,110,64
1,1,2017,Tamil Nadu,34.8,31.2,31,134.6,98.2
1,1,2017,Telangana,27.6,27,28.4,119.6,126.2
1,1,2017,Uttar Pradesh,22.38,20.25,23.25,132.71,95.25
1,1,2017,West Bengal,27.86,17.83,25.14,115.86,131.43
1,1,2018,Andhra Pradesh,30,27.5,30.25,77.5,66
1,1,2018,Assam,30,26,29,70,70
1,1,2018,Bihar,28.67,18,21.67,71.67,69
1,1,2018,Chandigarh,28,23,25,68,64
1,1,2018,Chhattisgarh,24.8,26.2,27.2,74.8,69.4
1,1,2018,Delhi,34,19,23,83,82
1,1,2018,Goa,42,30,28,90,70
1,1,2018,Gujarat,23.75,20.75,24,70,71.75
1,1,2018,Haryana,31,21,25.25,70.25,74.75
1,1,2018,Himachal Pradesh,31,24.14173913,23.75,67.5,72
1,1,2018,Jammu and Kashmir,30.5,21.5,24.5,86,85.5
1,1,2018,Jharkhand,34,24,25,75,70
1,1,2018,Karnataka,48,33,32,109,88
1,1,2018,Kerala,40.67,35.33,37.5,80.83,72.5
1,1,2018,Madhya Pradesh,24.33,18.83,22.17,71.83,67.83
1,1,2018,Maharashtra,34.5,25.5,30.25,74.75,68.25
1,1,2018,Odisha,25.5,24.14173913,24.25,61.5,63.75
1,1,2018,Puducherry,32,34,28,76,76
1,1,2018,Punjab,31.5,19,23.5,78.5,83
1,1,2018,Rajasthan,28.5,18,22,63,59.5
1,1,2018,Tamil Nadu,37,30.67,30,72.33,71.67
1,1,2018,Telangana,27.33,26.83,28.5,94.67,93.33
1,1,2018,Tripura,31,24.14173913,31,78,74.0376
1,1,2018,Uttar Pradesh,24.25,18.25,21.38,67.63,66.13
1,1,2018,Uttarakhand,23.25,21.5,23.5,77.25,91.75
1,1,2018,West Bengal,28.67,17.4,23.5,72.83,84.83
1,1,2019,Andaman and Nicobar,38,36,52,80,80
1,1,2019,Andhra Pradesh,32,31,31,72.25,67.75
1,1,2019,Assam,30,30,32,65,70
1,1,2019,Bihar,30.33,21.5,25.67,58.67,70.33
1,1,2019,Chhattisgarh,25.8,26.4,27.2,64.4,71.6
1,1,2019,Delhi,36,24,27,76,84
1,1,2019,Goa,42,31,29,85,70
1,1,2019,Gujarat,22.5,20.75,22,57.25,67.5
1,1,2019,Haryana,29.25,20.25,24,60,73.75
1,1,2019,Himachal Pradesh,30,26.67956522,24.67,63.33,71.67
1,1,2019,Jammu and Kashmir,38,22,27,66,80
1,1,2019,Jharkhand,35,28,26,70,74
1,1,2019,Karnataka,44.25,33.25,34.75,69.5,70
1,1,2019,Kerala,35,40.5,40.5,72.33,75
1,1,2019,Madhya Pradesh,26.5,20.67,23.33,57.5,66.83
1,1,2019,Maharashtra,36,29,31.25,71.5,71.5
1,1,2019,Odisha,27.86,30.43,27.71,65.14,72.86
1,1,2019,Puducherry,32,35,32,75,85
1,1,2019,Punjab,30.67,19.67,22.67,72.33,82
1,1,2019,Rajasthan,27,21,23.5,56,66
1,1,2019,Tamil Nadu,33.6,33.6,35.4,72.2,76
1,1,2019,Tripura,31,26.67956522,29,67,73.44708333
1,1,2019,Uttar Pradesh,27.43,20.71,23.71,62.57,70.86
1,1,2019,Uttarakhand,24,21.5,24.75,67.25,72.75
1,1,2019,West Bengal,29.17,17.4,24.33,71.17,73.33
1,1,2020,Andaman and Nicobar,38.5,40,53,80.5,98.5
1,1,2020,Andhra Pradesh,38.75,33,32.75,74,85.5
1,1,2020,Arunachal pradesh,32,36,30,75,95
1,1,2020,Assam,30,26,32,65,80
1,1,2020,Bihar,32.25,22,26.5,61,84.75
1,1,2020,Chandigarh,28,25,27,58,80
1,1,2020,Chhattisgarh,25.4,27.4,30.6,62.2,87
1,1,2020,Delhi,34,25,27,73,97
1,1,2020,Goa,42,34,32,75,95
1,1,2020,Gujarat,24.75,23,24.5,62.75,74.75
1,1,2020,Haryana,33,20.75,24.25,61,78
1,1,2020,Himachal Pradesh,32.25,28.75111111,27,66.5,91.25
1,1,2020,Jammu and Kashmir,32.5,27,29.5,68,100
1,1,2020,Jharkhand,35,30,28,70,95
1,1,2020,Karnataka,44.5,33.75,36,68.5,93
1,1,2020,Kerala,40.67,35.33,36.67,76.67,99.5
1,1,2020,Madhya Pradesh,27.5,22.67,25.17,62.17,88.67
1,1,2020,Maharashtra,39.25,32.5,31.75,68,87
1,1,2020,Meghalaya,27,32,33,70,80
1,1,2020,Odisha,26.83,33,28.83,62.33,85
1,1,2020,Puducherry,34,38,32,70,105
1,1,2020,Punjab,32,22.33,25,64,86.67
1,1,2020,Rajasthan,36,23.67,27.33,60,90
1,1,2020,Tamil Nadu,46.17,35,35.5,67.5,94.83
1,1,2020,Telangana,36.67,30,32.67,61.17,83.67
1,1,2020,Tripura,32,28.75111111,29,67,89.22214286
1,1,2020,Uttar Pradesh,27.88,22.63,25.25,63.88,89.63
1,1,2020,Uttarakhand,27.25,24.25,27.25,61.75,93.5
1,1,2020,West Bengal,33.5,22,27.25,68.25,80
1,1,2021,Andaman and Nicobar,39.5,42,55.5,84,112
1,1,2021,Andhra Pradesh,43.5,32.25,37.75,71,102.25
1,1,2021,Arunachal pradesh,40,25,30,80,120
1,1,2021,Assam,32,25,30,73,101
1,1,2021,Bihar,31.5,19,23,67.67,97.5
1,1,2021,Chandigarh,32,23,25,68,100
1,1,2021,Chhattisgarh,26,28.8,31.4,69,100
1,1,2021,Delhi,33,20,24,74,114
1,1,2021,Goa,45,33,27,80,101
1,1,2021,Gujarat,26.75,24.25,25.75,67.25,94.5
1,1,2021,Haryana,30.25,22.5,25.5,70,102.5
1,1,2021,Himachal Pradesh,31.25,27.75740741,24.75,74.5,106.25
1,1,2021,Jammu and Kashmir,45.5,26,27.5,79,122.5
1,1,2021,Jharkhand,35,27,25,75,100
1,1,2021,Karnataka,43.75,33.5,39.25,82.75,111.5
1,1,2021,Kerala,37,33.8,37,83.6,111.8
1,1,2021,Madhya Pradesh,29.2,22,24.4,68.2,105.7
1,1,2021,Maharashtra,40,36.25,40.5,77.75,99.5
1,1,2021,Meghalaya,25,31,29,87.5,118
1,1,2021,Odisha,28.38,33.38,27.5,66.75,93.13
1,1,2021,Puducherry,37,34,32,80,120
1,1,2021,Punjab,31,21,25,63.5,101.5
1,1,2021,Rajasthan,43.33,22.33,26,60.5,99.67
1,1,2021,Tamil Nadu,46.78,35.56,40,78.22,106.11
1,1,2021,Telangana,40.67,33,39,71,101.17
1,1,2021,Tripura,32,27.75740741,39,75,105.3957143
1,1,2021,Uttar Pradesh,28.38,20.38,24.38,69.38,101
1,1,2021,Uttarakhand,26.5,23.25,26.25,76.5,109
1,1,2021,West Bengal,30.83,22.2,27.33,75.83,99.5
1,1,2022,Andhra Pradesh,46.75,35.75,40.75,74.75,103.25
1,1,2022,Assam,36,25,29,69,95
1,1,2022,Bihar,33.33,21.4,25.87,70.07,98.2
1,1,2022,Chandigarh,36,19,23,69,114
1,1,2022,Chhattisgarh,32.25,28.25,31.25,79.25,92.5
1,1,2022,Delhi,32,27.35916667,26,73,103
1,1,2022,Gujarat,31.33,28,29.5,70.5,98.67
1,1,2022,Haryana,32,22,26,66,92
1,1,2022,Himachal Pradesh,32,26,25.63,69.75,104.63
1,1,2022,Jammu and Kashmir,34.25,28,31,85.5,118.25
1,1,2022,Jharkhand,29.4,25,27.6,70.8,94.4
1,1,2022,Karnataka,45.42,33,36.92,77.92,100.58
1,1,2022,Kerala,42.89,37,39.33,95.89,117.44
1,1,2022,Madhya Pradesh,31.09,23,27.09,70.64,101.27
1,1,2022,Maharashtra,33,31,35.4,75.4,103.2
1,1,2022,Meghalaya,25,29.5,29.5,80,96.5
1,1,2022,Odisha,29,33.8,28.67,69.67,98.5
1,1,2022,Puducherry,34,30,29,79,107
1,1,2022,Punjab,36.5,21.5,26,74,106.5
1,1,2022,Rajasthan,35,24,25,85,85
1,1,2022,Tamil Nadu,46.88,37,43.13,78.75,105.13
1,1,2022,Telangana,38,32,44,75,100
1,1,2022,Tripura,32,27.35916667,30,75,115
1,1,2022,Uttar Pradesh,32.8,24,27.1,73.3,100.4
1,1,2022,Uttarakhand,30.5,21.75,25.5,77,104.25
1,1,2022,West Bengal,32.4,20.67,28,75.6,107.6
1,1,2023,Andhra Pradesh,48.75,41,43,70,110.75
1,1,2023,Arunachal pradesh,38,40,40,90,130
1,1,2023,Assam,35,30.86,36.17,69.5,108.5
1,1,2023,Bihar,36.39,29.36,35.57,67.57,109.32
1,1,2023,Chhattisgarh,31.6,30.6,35.2,72.4,102
1,1,2023,Delhi,34,28,32,72,120
1,1,2023,Gujarat,38.75,34,35.25,70.5,106.75
1,1,2023,Haryana,33.33,24.33,31,64.67,103
1,1,2023,Himachal Pradesh,33.2,21,32.1,70.2,110.8
1,1,2023,Jharkhand,33.6,29.5,32.4,69.6,111.6
1,1,2023,Karnataka,48.67,39.67,45,77.07,116.47
1,1,2023,Madhya Pradesh,32.94,30.06,33.61,66.11,107.89
1,1,2023,Maharashtra,43.35,37.35,41.94,70.24,118
1,1,2023,Meghalaya,28.67,39,37.33,80,105.67
1,1,2023,Mizoram,55,32.16636364,50,72.39565217,112.7047826
1,1,2023,Odisha,31.8,36,39.6,67.4,109.2
1,1,2023,Punjab,35,24.75,31,81,114.5
1,1,2023,Rajasthan,36,30.58,34.33,68.42,109.08
1,1,2023,Sikkim,58,33.5,45,80,120
1,1,2023,Tamil Nadu,51.33,40.22,48.78,73.22,122.56
1,1,2023,Telangana,41.33,37.33,38.67,67,108.33
1,1,2023,Tripura,32,32.16636364,40,75,125
1,1,2023,Uttar Pradesh,34.18,28.05,33.32,70.53,104.79
1,1,2023,West Bengal,37.67,22.5,34.33,72.67,118
1,1,2024,Andaman and Nicobar,48.67,34.60482759,67.67,94,175
1,1,2024,Andhra Pradesh,55.67,45.33,47,86.67,176.33
1,1,2024,Assam,43.52,31,36.52,82.3,144
1,1,2024,Bihar,37.37,27.78,33.74,76.96,146.44
1,1,2024,Chandigarh,42,32,36,80,135
1,1,2024,Chhattisgarh,39.63,34.88,38.63,86.5,166.13
1,1,2024,Delhi,39,30,32,78,158
1,1,2024,DNH and DD,49,40.67,46,90,162.33
1,1,2024,Goa,51.5,44.5,42.5,93.5,178.5
1,1,2024,Gujarat,42.14,35,39,82.71,147.71
1,1,2024,Haryana,42.5,28.75,34.25,76.25,129
1,1,2024,Himachal Pradesh,38.67,21,33.42,82.42,157.5
1,1,2024,Jammu and Kashmir,44.33,32.75,39,91.5,141.17
1,1,2024,Jharkhand,38.56,31.06,35.11,80.61,151.5
1,1,2024,Karnataka,58.03,43.88,47.47,93.19,162.94
1,1,2024,Kerala,50.64,45.21,47.21,101.64,184.43
1,1,2024,Madhya Pradesh,38.82,28.76,34.38,81.02,154.13
1,1,2024,Maharashtra,49.53,39.95,43.42,82.53,165.95
1,1,2024,Meghalaya,41.5,37.75,36.75,90,135
1,1,2024,Mizoram,45.75,38.33,48.25,104.67,140
1,1,2024,Nagaland,38,40,50,85.07333333,150
1,1,2024,Odisha,37.42,37.68,40.74,79.38,155.46
1,1,2024,Punjab,38.4,25,31.27,84,156.33
1,1,2024,Rajasthan,40.79,29.69,32.28,72.93,118.41
1,1,2024,Sikkim,59.5,36,46,82.5,128.5
1,1,2024,Tamil Nadu,59.04,44.45,54.08,86.88,171.79
1,1,2024,Telangana,49.33,38.33,49.67,79.67,164.33
1,1,2024,Tripura,38.75,34.60482759,39.25,85.67,139
1,1,2024,Uttar Pradesh,37.47,26.57,33,78.76,148.15
1,1,2024,Uttarakhand,37,28,34.75,87.75,136
1,1,2024,West Bengal,42.19,29.22,37.88,80.19,151.75
1,2,2016,Andaman and Nicobar,37,31,46,71,140
1,2,2016,Andhra Pradesh,27,25.5,27,73.5,157
1,2,2016,Assam,24,23,25,62,107
1,2,2016,Bihar,23.33,17.33,20.67,62,136
1,2,2016,Chandigarh,28,18,22,60,138
1,2,2016,Delhi,28,19,21,71,153
1,2,2016,Goa,36,30,25,80,140
1,2,2016,Gujarat,24.75,20.5,23.5,67.5,131.5
1,2,2016,Haryana,26.5,17.75,21.25,64.25,158.75
1,2,2016,Himachal Pradesh,28.5,23.60304348,21.75,71.75,154.25
1,2,2016,Jammu and Kashmir,28,19,21.5,72.5,154
1,2,2016,Jharkhand,29,22,22,68,136
1,2,2016,Karnataka,34.5,31.25,27.25,69.5,147.5
1,2,2016,Kerala,31.83,32,33.67,66.67,155.17
1,2,2016,Madhya Pradesh,25.17,17.17,20.5,61.33,133
1,2,2016,Maharashtra,31,28.25,29.5,67,148.25
1,2,2016,Mizoram,32,23.60304348,25,67.458,142.5688
1,2,2016,Nagaland,22,20,25,70,140
1,2,2016,Odisha,24.25,23,23.5,61.75,126.5
1,2,2016,Puducherry,28,32,26,72,160
1,2,2016,Punjab,26,18,22,68,150
1,2,2016,Rajasthan,26.33,19,22,58.67,131.67
1,2,2016,Tamil Nadu,29.4,31.2,27.5,69.2,140.8
1,2,2016,Telangana,27.33,27.17,29,65.33,150.33
1,2,2016,Tripura,28,23.60304348,26,67.458,142.5688
1,2,2016,Uttarakhand,22.25,20.75,22,67.5,137.5
1,2,2016,West Bengal,27.5,23.60304348,23,66,138
1,2,2017,Andhra Pradesh,30.25,28.75,30,108.5,86.5
1,2,2017,Assam,26,27,30,97,75
1,2,2017,Bihar,24,22,24.5,87.33,80.67
1,2,2017,Chandigarh,28,22,24,125,100
1,2,2017,Chhattisgarh,23,26.67,28.33,107,74.33
1,2,2017,Delhi,31,23,26,107,102
1,2,2017,Goa,40,32,28,145,85
1,2,2017,Gujarat,23.5,23,24.5,103.5,90
1,2,2017,Haryana,31.75,22,24.75,111.5,115
1,2,2017,Himachal Pradesh,31.25,25.38347826,26,104.5,97.25
1,2,2017,Jammu and Kashmir,31,22,25,115,110
1,2,2017,Karnataka,43.5,33.5,34.5,118.5,101.25
1,2,2017,Kerala,37.33,31.83,36.17,116.83,105.4
1,2,2017,Madhya Pradesh,23.5,17.83,21.67,126,100.5
1,2,2017,Maharashtra,33,28.5,31,100.75,83.75
1,2,2017,Meghalaya,25,30,30,145,100
1,2,2017,Odisha,24.33,25.38347826,26.67,93.67,74.33
1,2,2017,Puducherry,32,34,28,120,110
1,2,2017,Punjab,28.33,20,26.33,126.67,114.33
1,2,2017,Rajasthan,27.33,20,23.33,91,71
1,2,2017,Tamil Nadu,35.8,32.2,30.75,104,79.6
1,2,2017,Telangana,27.33,26.83,28.5,120,126.33
1,2,2017,Uttar Pradesh,22.63,20.88,23.5,106.43,82.5
1,2,2017,Uttarakhand,22.75,22,24.75,75,134.25
1,2,2017,West Bengal,27.57,17.83,25,106.57,130.29
1,2,2018,Andaman and Nicobar,33,36,50,82,75
1,2,2018,Andhra Pradesh,30.5,27.5,29.5,75.25,67.75
1,2,2018,Assam,30,26,29,65,70
1,2,2018,Bihar,30,18.67,22,63.33,70
1,2,2018,Chandigarh,28,23,25,68,64
1,2,2018,Chhattisgarh,25.2,26,26.8,71.2,69.4
1,2,2018,Delhi,34,20,23,74,82
1,2,2018,Goa,43,30,28,85,70
1,2,2018,Gujarat,23.75,20.75,23.25,67,71.25
1,2,2018,Haryana,30.75,20.75,25,66.5,77.75
1,2,2018,Himachal Pradesh,30.75,25.23666667,23.5,65.75,72.25
1,2,2018,Jammu and Kashmir,32,20,23,66,74
1,2,2018,Jharkhand,34,24,24,65,65
1,2,2018,Karnataka,45.75,32,35.5,94,78.5
1,2,2018,Kerala,39.83,35.33,37.5,80,75.33
1,2,2018,Madhya Pradesh,24.33,18.83,21.83,71,67.83
1,2,2018,Maharashtra,35,26,30,69.75,68.75
1,2,2018,Manipur,50,25.23666667,30,100,100
1,2,2018,Meghalaya,25,29,28,85,62
1,2,2018,Mizoram,30,25.23666667,25,73.75483871,80
1,2,2018,Nagaland,25,40,30,80,80
1,2,2018,Odisha,26,25.23666667,23.25,58.25,65.5
1,2,2018,Puducherry,32,34,28,70,76
1,2,2018,Punjab,33.5,19.5,23,73.5,79
1,2,2018,Rajasthan,28,18,21.33,64.33,61
1,2,2018,Sikkim,55,21,30,75,85
1,2,2018,Tamil Nadu,36,31,30.75,69.2,71.8
1,2,2018,Telangana,27.33,26.83,28.5,94.17,92.17
1,2,2018,Tripura,31,25.23666667,31,77,74.34387097
1,2,2018,Uttar Pradesh,24.38,18.13,21.5,61.25,66.13
1,2,2018,Uttarakhand,23.25,21.5,24,77.25,91.75
1,2,2018,West Bengal,28.83,17.6,23.5,72.67,75.5
1,2,2019,Andaman and Nicobar,38,36,50,80,83
1,2,2019,Andhra Pradesh,32,33.5,31.5,72.5,69.5
1,2,2019,Arunachal pradesh,31,34,30,75,85
1,2,2019,Assam,30,30,32,65,70
1,2,2019,Bihar,31.5,21.83,25.67,61.33,73.83
1,2,2019,Chandigarh,28,23,25,55,56
1,2,2019,Chhattisgarh,27,26.8,27.6,63.8,75.6
1,2,2019,Delhi,36,25,27,75,88
1,2,2019,Goa,42,31,29,85,80
1,2,2019,Gujarat,22.5,20.75,22,57.25,67.5
1,2,2019,Haryana,29.25,19.75,23.5,60,73.75
1,2,2019,Himachal Pradesh,30.75,20,24.75,64,74.25
1,2,2019,Jammu and Kashmir,33.5,22,24.5,63,75
1,2,2019,Jharkhand,35,28,27,70,76
1,2,2019,Karnataka,44,33.5,35,70.5,69.25
1,2,2019,Kerala,33,34,36.5,75.75,74.5
1,2,2019,Madhya Pradesh,26.33,20.67,23.33,58,67.5
1,2,2019,Maharashtra,36.5,29.25,31,69.25,74.75
1,2,2019,Meghalaya,29,32.5,31.5,73,71
1,2,2019,Nagaland,26,25,30,60,70
1,2,2019,Odisha,28,32.43,28,64.29,75.71
1,2,2019,Puducherry,32,37,32,75,85
1,2,2019,Punjab,32.67,21,23,67.5,77
1,2,2019,Rajasthan,26,22,23.33,56.67,66.67
1,2,2019,Sikkim,57,25,32,65,84
1,2,2019,Tamil Nadu,33.2,33.4,34.2,70.8,85.6
1,2,2019,Telangana,28.33,27.83,29.33,75,69.5
1,2,2019,Tripura,31,26.88133333,29,67,74.547
1,2,2019,Uttar Pradesh,26.88,21.13,24,62.5,70.75
1,2,2019,Uttarakhand,24,21.5,24.75,67,72.75
1,2,2019,West Bengal,29.33,18.6,25,71.17,75
1,2,2020,Andaman and Nicobar,36.5,40,53,82.5,98.5
1,2,2020,Andhra Pradesh,36.33,32.67,32.67,69.33,82.67
1,2,2020,Arunachal pradesh,23,36,30,75,95
1,2,2020,Assam,30,26,32,65,80
1,2,2020,Bihar,31.5,22.5,27.75,59,83.5
1,2,2020,Chandigarh,28,25,27,58,76
1,2,2020,Chhattisgarh,25.25,26.75,30.75,64,87.5
1,2,2020,Delhi,34,25,27,73,95
1,2,2020,Goa,42,34,33,85,90
1,2,2020,Gujarat,24.5,23,24,63,74.25
1,2,2020,Haryana,33,20.75,24.25,59.75,78.75
1,2,2020,Himachal Pradesh,32.75,30.14923077,27.25,68.5,93.25
1,2,2020,Jammu and Kashmir,35,24,28,66,98
1,2,2020,Jharkhand,34,30,30,70,90
1,2,2020,Karnataka,46,33,35,66.67,94.67
1,2,2020,Kerala,41.25,35.25,32.75,76.25,98.75
1,2,2020,Madhya Pradesh,27.5,22.83,25.33,62.17,88.83
1,2,2020,Maharashtra,39.5,33.75,32.75,68.5,87.5
1,2,2020,Nagaland,26,60,45,65,80
1,2,2020,Odisha,27.14,33.71,29.57,62.29,81.86
1,2,2020,Puducherry,34,42,32,70,105
1,2,2020,Punjab,31,22,26.5,63.5,85.5
1,2,2020,Tamil Nadu,43.71,36.29,35.86,70.29,94.14
1,2,2020,Telangana,35.83,30,32.33,62,83.17
1,2,2020,Tripura,32,30.14923077,29,67,88.21814815
1,2,2020,Uttar Pradesh,28.25,23.38,25.88,64.13,90.13
1,2,2020,Uttarakhand,27.25,25.5,27.5,60.5,89.25
1,2,2020,West Bengal,33.33,20.5,27.33,66.67,80.67
1,2,2021,Andaman and Nicobar,54,42,57,90,114
1,2,2021,Andhra Pradesh,44,30,35,65,96
1,2,2021,Bihar,36.5,20.17,24.83,64.83,93.83
1,2,2021,Chandigarh,36,22,23,75,109
1,2,2021,Chhattisgarh,27.67,30.67,32.33,65.67,107.67
1,2,2021,Delhi,29,20,24,68,100
1,2,2021,Goa,45,33,27,75,108
1,2,2021,Gujarat,39.25,25.25,27,65.75,100
1,2,2021,Haryana,32.67,23,28.67,68,100.33
1,2,2021,Himachal Pradesh,34.6,28.5716,24.4,68,101.6
1,2,2021,Jammu and Kashmir,44.5,26,27.5,72.5,119
1,2,2021,Jharkhand,35,28,25,70,100
1,2,2021,Karnataka,48,34,41,80.25,110.75
1,2,2021,Kerala,37.5,35.33,35.5,81.33,110.17
1,2,2021,Madhya Pradesh,40.13,21.25,27.38,73,102
1,2,2021,Maharashtra,33,33,33.5,74.5,102
1,2,2021,Manipur,47,28.5716,31.23740741,80,120
1,2,2021,Meghalaya,38,38.33,32,83.33,115.33
1,2,2021,Odisha,30,32.8,28.17,64.67,95.5
1,2,2021,Puducherry,53,36,37,79,123
1,2,2021,Punjab,33.33,21,30,68.67,102.67
1,2,2021,Rajasthan,30,22,25,66.5,108
1,2,2021,Sikkim,55,28,30,80,110
1,2,2021,Tamil Nadu,49.71,37.57,41.71,78.86,105.43
1,2,2021,Telangana,43.25,35.25,46,67.5,100.5
1,2,2021,Tripura,30,28.5716,30,75,110
1,2,2021,Uttar Pradesh,25.5,20.67,23.67,68.67,98
1,2,2021,West Bengal,33.5,19,26.75,74.25,99.5
1,2,2022,Andaman and Nicobar,45,28.22038462,57,95,118
1,2,2022,Andhra Pradesh,45.33,35,39.33,74.67,104.67
1,2,2022,Arunachal pradesh,24,28.22038462,35,85,100
1,2,2022,Assam,36,25,29,69,95
1,2,2022,Bihar,34.06,21.06,26.12,69.71,97.65
1,2,2022,Chandigarh,37,20,24,71,113
1,2,2022,Chhattisgarh,34,28.5,31.67,76.17,94.83
1,2,2022,Delhi,31,28.22038462,26,76,105
1,2,2022,Goa,46,39,34,88,115
1,2,2022,Gujarat,30.86,28.5,29.75,69.5,100
1,2,2022,Haryana,30,22,25.5,64.5,91.5
1,2,2022,Himachal Pradesh,31.63,26,26.25,68.25,102.13
1,2,2022,Jammu and Kashmir,34.67,28,31.33,79,115
1,2,2022,Jharkhand,31.13,26.75,28.5,72,94.88
1,2,2022,Karnataka,44.82,34.18,39.18,78.18,104.27
1,2,2022,Kerala,42.13,38.75,39.38,93.25,118.63
1,2,2022,Madhya Pradesh,31.3,23,27.7,71.4,100.4
1,2,2022,Maharashtra,34.5,32.5,35.17,75.5,102.5
1,2,2022,Meghalaya,23.4,31.2,30.8,84,110
1,2,2022,Odisha,29.25,33.29,30.13,69.25,97.13
1,2,2022,Puducherry,34,30,28,76,109
1,2,2022,Punjab,34,22.67,28,86,116.67
1,2,2022,Rajasthan,39.33,26.5,28.5,73.33,105
1,2,2022,Sikkim,62,25,31,85,115
1,2,2022,Tamil Nadu,46.88,36.75,41.25,77.88,104.5
1,2,2022,Telangana,44,34,38.75,69.5,97
1,2,2022,Tripura,32,28.22038462,30,75,115
1,2,2022,Uttar Pradesh,32.92,23.33,27.15,70.85,99.85
1,2,2022,Uttarakhand,30.25,21.75,25.5,77,104.25
1,2,2022,West Bengal,34,21,26.8,74.8,105.8
1,2,2023,Andaman and Nicobar,41.33,40,66,84.33,128
1,2,2023,Andhra Pradesh,50.2,41.6,43.2,69.8,113.2
1,2,2023,Arunachal pradesh,31.5,40,40.75,85.75,119.5
1,2,2023,Assam,35.7,30.56,37.7,70.9,109.4
1,2,2023,Bihar,36.71,30.26,36.11,67.55,108.34
1,2,2023,Chandigarh,38,28,35,74,115
1,2,2023,Chhattisgarh,34.63,31.63,36.63,72.63,103.5
1,2,2023,Delhi,37,31,35,72,117
1,2,2023,DNH and DD,38,29.33,34.5,78,117.67
1,2,2023,Goa,42,42.5,42,75,126.5
1,2,2023,Gujarat,35,31.83,34.17,68.33,107.17
1,2,2023,Haryana,35.5,25.25,32.75,63.75,104.5
1,2,2023,Himachal Pradesh,33.17,25,33.17,68.58,111.17
1,2,2023,Jammu and Kashmir,38.5,30,40.25,83,118.75
1,2,2023,Jharkhand,35,31.33,34.79,71.5,108.07
1,2,2023,Karnataka,48.45,40.9,45.52,75.93,116.66
1,2,2023,Kerala,51.57,43.86,47.43,94.29,134.86
1,2,2023,Madhya Pradesh,32.74,29.91,34.65,66.39,106.87
1,2,2023,Maharashtra,44.05,38.68,42.79,69.68,116.58
1,2,2023,Manipur,44,33.96677419,42,80.33,120.67
1,2,2023,Meghalaya,28.44,39.89,39.33,76.67,110.57
1,2,2023,Mizoram,45,40.67,42.9,95.43,115.4
1,2,2023,Nagaland,33.56,38.25,40.33,98.67,120.63
1,2,2023,Odisha,35.26,36.54,39.22,67.89,105.79
1,2,2023,Punjab,34.29,27,31.57,73.86,116
1,2,2023,Rajasthan,38.5,30.63,33.53,70.1,108.34
1,2,2023,Sikkim,54.5,35.5,41.25,80,123.25
1,2,2023,Tamil Nadu,50.44,41.33,49,72.33,118.56
1,2,2023,Telangana,44.5,36.6,39.9,68.8,107.9
1,2,2023,Tripura,32,33.96677419,44,77,115
1,2,2023,Uttar Pradesh,34.2,28.92,34.03,69.61,106.71
1,2,2023,Uttarakhand,34.5,29,33.5,85.5,113.25
1,2,2023,West Bengal,39.71,27,35.29,71.29,115.14
1,2,2024,Andaman and Nicobar,49,35.65225806,67.67,94,170.67
1,2,2024,Andhra Pradesh,59.8,45.4,49,84.2,161.2
1,2,2024,Arunachal pradesh,35.75,42,39.25,90.25,139.5
1,2,2024,Assam,43.59,31.25,36.59,83.04,143.37
