Day,Month,Year,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
1,1,2016,29.5,30.5,26.67,70.5,155,160,105.75,90,32.75,35.75,127.5,137,79.25,88,92.25,59.25,43,215,16.25,20.5,23.25,29.5
2,1,2016,29.6,31.4,27.5,71.4,154.6,161.2,108.2,92.5,33,36,127.8,137,82,88,92,59,45,216,16.6,20.4,23.6,32
3,1,2016,29.6,31.4,27.5,71.4,154,161.2,108.2,92.5,33,36,127.8,137,82,88,92,59,45,216,16.6,20.4,23.6,35
4,1,2016,29.6,31.4,27.5,71.4,151.6,160.2,107.2,90.5,34.4,36,127.8,137,82,88,92,59,45,216,16.6,21.4,23,41.4
5,1,2016,29.5,31.75,27.5,71.75,151.5,161.5,107.5,90.5,34.25,36.25,128.75,137,80.25,88,91.75,58.75,45.75,215,17,21.25,22.75,41
6,1,2016,29.4,31.2,27.5,70.6,149,158.6,106.2,88,34.4,36,127.6,137,82,88,92,59,44.6,216,16.6,21,23.8,44.6
7,1,2016,29.4,31.2,27.5,70.6,148.4,157.6,105.6,88,34.6,36,127.4,137,82,88,92,59,44.6,216,16.6,21.6,23.2,45.8
8,1,2016,29.4,31.2,27.5,70.2,148,156.6,105.6,88,34.8,36,127.4,137,82,88,92,59,44.6,216,16.6,20.4,23,45
9,1,2016,29.25,31.5,27.5,70.25,147.5,157,105.5,88,35.5,36.25,128.25,137,80.25,88,91.75,58.75,45.5,215,17.5,20.75,23.75,48.25
10,1,2016,29.4,31.2,27.5,70.2,147,156.6,105.6,88,35.4,36,127.8,137,82,88,92.2,59,44.8,216,17,21.8,24.4,49
11,1,2016,29.4,31.2,27.5,70.2,146,156.6,105.6,88,35.4,36,127.4,137,82,88,92,59,44.8,216,17,19.8,23.4,38.4
12,1,2016,29.4,31.2,27.75,70.6,145.2,155,105,88,35.4,36,127.4,134.5,82,88,92,59,45,216,17,20,22.8,36.4
13,1,2016,29.4,31.2,27.75,70.6,144.6,154,105,88,35.6,36,127.4,134.5,81.8,88,92,58.8,45.4,216,17,20.6,22.6,32.8
14,1,2016,29.4,31.2,27.75,70.6,144.6,154,105,88,35.6,36,127.4,134.5,81.8,88,92,58.8,45.4,216,17,21,23.8,34.4
15,1,2016,29.4,31.2,27.75,70.6,144.6,154,105,88,35.6,36,127.4,134.5,81.8,88,92,58.8,45.4,216,17,21.6,24.6,35
16,1,2016,29.4,31.2,27.75,70.6,144.6,154,105,88,35.6,36,127.4,134.5,82,88,92,58,45.4,216,17,21.8,24.8,36
17,1,2016,29.4,31.2,27.75,70.6,144.6,154,105,88,35.6,36,127.4,134.5,82,88,92,58,45.4,216,17,21.8,24.8,36
18,1,2016,29.4,31.2,27.75,70.6,143.4,154.4,105,87.5,35.8,36,127.4,134.5,81.8,88,92,58.8,45.4,216,17,22,23.4,32.4
19,1,2016,29.4,31.2,27.75,70.2,143,154.4,105,87.5,35.8,36,127.6,134.5,81.2,88,91.8,59.2,45.4,216,17,20.6,23.2,31
20,1,2016,29.4,31.2,27.5,70.2,143,153.6,104.2,87.5,35.8,36,127.6,134.5,81.2,88,91.8,59,45.6,216,17,20.6,23.2,26.8
21,1,2016,29.4,31.2,27.5,69.8,142.4,152.2,103.6,87.5,35.8,36,127.6,136,81.4,88,91.4,59,45.6,216,17,20,22.6,24.2
22,1,2016,29.4,31.2,27.5,69.8,141.4,152.2,103.6,87.5,35.8,36,127.6,136,81.4,88,91.4,58.4,45.6,216,17,19.6,23.4,23
23,1,2016,29.4,31.2,27.5,69.8,141.4,152.2,103.6,87.5,35.8,36,127.6,136,81.4,88,91.4,58.4,45.6,216,17,20,24,23.4
24,1,2016,29.25,31.5,27.5,70.25,141.75,152.75,103.75,87.5,36,36.25,128.5,136,79.5,88,91.5,58.25,46.5,215,17.5,20.5,24,25.5
25,1,2016,29.4,31.2,27.5,69.4,140.4,150.6,103.6,87.5,35.8,36,127.2,136,81,88,91.4,58.4,45.6,216,17,20,22.4,20.2
26,1,2016,29.25,30.5,26.67,68.5,140,150,101.25,85,35.75,35.75,127.25,132,78,88,91.5,59.5,43.25,215,16.75,21,23,17
27,1,2016,29.4,31.2,27.5,69.4,140,149.8,103,87.5,35.8,36,126,136,81,88,91.6,58.4,45.2,216,17,19.2,20.8,14.8
28,1,2016,29.4,31.2,27.5,69.4,140,149.8,103,87.5,35.8,36,126,136,81,88,91.6,58.4,45.2,216,17,19.6,20.2,13.2
29,1,2016,29.4,31.2,27.5,69.2,142.2,149.4,103,87.5,35.8,36,125.8,136,81,88,91.6,59.2,45.2,216,17,19.2,19.8,11.6
30,1,2016,29.4,31.2,27.5,69.2,142.2,149.4,103,87.5,35.8,36,125.4,137,81,88,91.6,59.4,45.2,216,17,19.2,20,11.6
31,1,2016,29.4,31.2,27.5,69.2,142.2,149.4,103,87.5,35.8,36,125.8,137,81,88,91.6,59.4,45.2,216,17,19.2,19.6,11.2
1,2,2016,29.4,31.2,27.5,69.2,140.8,146.4,102,87.5,35.6,36,125.8,136,81,88,92,59.2,44.8,216,17,19.4,19.2,11
2,2,2016,29.4,31.2,27.5,69.2,140.2,146.8,101.8,87.5,35.8,36,125.4,133,81,88,92,59.6,44.8,216,17,19.4,19,10.8
3,2,2016,29.4,31.2,27.5,68.8,139,146.4,102.2,87.5,36,36,125.4,133,81,88,92,60,44.4,216,17,19.8,19.6,11.6
4,2,2016,29.4,31.2,27.5,69.4,138.6,147.6,102.2,87.5,36.2,36,125.4,133,81,88,92,60,44.8,216,17,19.2,19.2,11
5,2,2016,28.8,31.2,27.5,68.8,138,147.6,101.2,87.5,36.2,36,125.4,133,81,88,92,60.2,44.8,216,17.2,19.6,19.6,11.6
6,2,2016,28.8,31.2,27.5,68.8,138,147.6,101.2,87.5,36.2,36,125.4,133,80.6,88,92,60.2,44.8,216,17.2,20,20,11.8
7,2,2016,28.5,30.5,26.67,67,133.75,145,97.75,85,36,35.75,125.75,126,78,88,92.25,60.75,42.25,215,17,20,20,11
8,2,2016,28.8,31.2,27.5,67.8,137.6,147,99.8,85,36.2,36,125.4,133,80.8,88,92.2,60.4,44.4,216,17.2,20.2,20.2,11.4
9,2,2016,29,31.5,27.5,66.75,136,144,98,85.5,36.5,36.25,126.25,133,78.75,88,91.75,60.75,44.75,215,17.5,19,19.5,11
10,2,2016,28.5,30.75,27.33,66.5,135.25,146,96,85,36.25,35.75,124.5,133,82.75,88,92.5,62,45.25,220,17.25,19.5,19.5,10.5
11,2,2016,28.6,31,27.5,66.6,134.8,145.8,96.4,85,36.2,36,125.4,133,80.8,88,92.4,61.6,43.4,216,17.2,18.8,18.8,10.8
12,2,2016,28.6,31,27.5,66.6,134.2,145.2,96.4,85,36.2,36,125.4,133,80.8,88,92.4,61.6,43.4,216,17.2,18.8,19,10.4
13,2,2016,28.6,31,27.5,66.6,134.2,145.2,96.4,85,36.2,36,125.4,133,80.8,88,92.4,61.6,43.4,216,17.2,19.6,19.6,10.4
14,2,2016,28.6,31,27.5,66.6,134.2,145.2,96.4,85,36.2,36,125.4,133,80.8,88,92.4,61.6,43.4,216,17.2,20,19.6,10.4
15,2,2016,28.5,30.75,27.33,67,134.25,145,96.75,85,36.25,35.75,124.5,133,82.75,88,92.75,62.75,44,220,17.25,18.5,19.25,10.75
16,2,2016,28.5,30.75,27.33,67,135,145,96.75,85,36.25,35.75,124.5,133,82.75,88,92.75,63.5,44,220,17.25,19.5,19,10.5
17,2,2016,28.6,30.8,27.5,66.6,132.6,143.4,96.4,85.5,36.8,36,125.4,133,82.75,88,92.4,63.4,43.2,216,17.2,21.4,18.8,10
18,2,2016,28.6,31,27.5,66.8,133,143.6,97.8,85,36.8,36,124.75,134.5,82.75,88,93.25,64,43.4,216,17.2,20.2,18.2,9.4
19,2,2016,28.6,31,27.5,66.8,133,143.6,97.8,85,36.8,36,125.6,134.5,80.6,88,92.6,63.8,43.4,216,17.2,19.6,16.6,9
20,2,2016,28.6,31,27.5,66.8,133,143.6,97.8,85,36.8,36,125.6,134.5,80.6,88,92.6,63.8,43.4,216,17.2,20,17.2,9.2
21,2,2016,28.6,31,27.5,66.8,133,143.6,97.8,85,36.8,36,125.6,134.5,80.6,88,92.6,63.8,43.4,216,17.2,20,17.4,9.2
22,2,2016,28.6,31,27.5,66.8,132.6,143.6,97.4,83,36.6,36,125.6,134.5,80.6,88,93,64.2,43.2,216,17.2,19.8,17.4,9.4
23,2,2016,28.6,31,27.5,67.2,132.2,143,97.8,83.5,36.8,36,125.6,134.5,80.6,88,93,64.6,43.2,216,17.2,19.4,16.8,9
24,2,2016,28.4,31,27.5,67.2,131.6,143,97.8,83,36.8,36,125.6,134.5,80.6,88,93,64.6,43.2,216,17.2,19.4,16.4,9.2
25,2,2016,28.4,31,27.5,67,130.8,142.8,97,81.5,36.8,36,125.6,131.5,80.6,88,93,64.4,43.2,216,17.2,19,16.4,9.6
26,2,2016,28.2,31,27.5,66.8,130.8,143.2,97,81.5,36.8,36,125.6,131.5,81,88,93,64.2,43.2,216,17.2,18.8,16.4,9.8
27,2,2016,28.2,30.6,27.25,66.8,130.8,143.2,96.6,81.5,36.6,36,127.4,131.5,81,88,93,64.2,43.2,216,17.2,19.8,16.6,10
28,2,2016,28.2,30.6,27.25,66.8,130.8,143.2,96.6,81.5,36.6,36,125.8,131.5,81,88,93,64.4,43.2,216,17.2,19.8,16.6,10
29,2,2016,28.2,30.6,27.25,66.8,129.6,142.8,96.6,80,36.6,36,125.6,131.5,81,88,93,64.8,43.2,216,17.2,19.2,16.8,9
1,3,2016,28.2,30.8,27.5,66.4,129.6,142.8,96.6,80,36.6,36,125.6,130,81,88,93,64.6,43.2,216,17.2,19,17.2,9
2,3,2016,28.2,30.6,27.5,66.2,129,142.8,96.6,77.5,36.6,36,125.6,130,81,88,93,64.6,43.2,216,17.2,18.8,17.2,10
3,3,2016,28.2,30.6,27.5,66.2,129,142.8,96,77.5,36.6,36,125.6,129,81,88,93,64.6,43,216,17.2,18.4,16.8,10.2
4,3,2016,28,30.6,27.5,66.2,129,142.8,96,77.5,36.6,36,125.6,129,81,88,93,64.6,42.2,216,17.2,18.8,16.6,9.6
5,3,2016,28.5,30.5,27.33,67,129.75,143.5,96.75,77.5,36.5,35.75,124.75,121,82.75,88,93,64.5,44,220,17.25,18.5,16.25,9.5
6,3,2016,28,30.6,27,66.2,129,142.8,96,77.5,36.6,36,125.6,121,81,88,93,64.6,42.2,216,17.2,19.6,17.2,9.6
7,3,2016,28,30.6,27.25,66,128.2,142.8,95.6,76.5,36.4,36,125.6,121,81.2,88,93,64.2,42.2,216,17.2,19.2,15.6,9.2
8,3,2016,28,30.6,27.75,65.4,127.2,142.8,95,76.5,36.4,36,125.6,121,81.2,88,93,64.2,42.2,216,17.2,19.2,15.6,10.2
9,3,2016,28,30.6,27.75,65.4,126.4,142.8,95,76.5,36.4,36,125.6,127,81.6,88,93,64,42.2,216,17.2,19.2,16,11.2
10,3,2016,28,30.6,27.75,65.6,126.4,142.8,94.4,76.5,36.4,36,125.6,127,81.6,88,93,64,42.2,216,17.2,19.2,16,10
11,3,2016,28,30.6,27.75,66,125.6,143,94.6,76.5,36.4,36,125.6,125,81.6,88,93,64,41.6,216,17.2,19.2,15,8.6
12,3,2016,28,30.75,28,66.25,125.75,143.75,94.5,83,36.5,35.75,125.5,135,84.75,82.04142857,93.25,63.5,41.5,215,17,19.5,15.5,9
13,3,2016,28,30.6,27.75,66,125.6,143,94.6,76.5,36.4,36,125.6,125,81.6,88,93,64,41.6,216,17.2,19.6,15.6,8.8
14,3,2016,28,30.6,27.75,66,125.6,143,94.6,76.5,36.4,36,125.6,125,81.6,88,93,64.8,41.6,216,17.2,19.2,15.2,8.6
15,3,2016,28,30.6,27.75,66,124.6,142.6,94.6,76.5,36.4,36,125.75,115,80,88,93,65.5,41.6,216,17.2,19.2,15.2,8.6
16,3,2016,28,30.2,27.75,66,125,142.4,95,76.5,36.4,36,125.6,120.5,82.6,88,93,65.2,40.8,220,17.2,19,15.4,9.6
17,3,2016,28,30.2,27.75,66.2,124.4,142.4,95,76.5,36.4,36,125.6,120.5,82.6,88,92.8,65.2,40.8,220,17.2,19.4,15.4,9.8
18,3,2016,28,30.2,27.75,66.2,124,142.4,95,76.5,36.4,36,125.6,120.5,82.6,88,92.8,64.8,40.8,220,17.2,19.2,15,9.4
19,3,2016,28,30.2,27.75,66.2,124,142.4,95,76.5,36.4,36,125.4,120.5,82.6,88,92.8,64.8,40.8,220,17.2,19.2,15.4,9.6
20,3,2016,28,30.2,27.75,66.2,124,142.4,95,76.5,36.4,36,125.4,120.5,82.6,88,92.8,64.8,40.8,220,17.2,19.2,15.4,9.6
21,3,2016,28,29.8,27.75,66.8,123.2,142.8,93.6,76.5,36.4,36,125.6,120.5,82.6,88,92.8,64.8,41.4,220,17.2,18.8,14.6,9.8
22,3,2016,28,29.8,27.75,66.8,123.6,142.8,92.8,76.5,36.4,36,126.4,119,82.6,88,92.8,65.2,41.4,220,17.2,19.2,15,10.2
23,3,2016,27.8,29.8,27.75,66.8,123.6,143,92.4,77.5,36.4,36,127,118,82.6,88,92.8,66.2,41.2,220,17.2,19,14.6,10.2
24,3,2016,27.6,29.8,27.75,66.2,123.2,143,92.6,77.5,36.4,36,128.2,118,82.6,88,93,67.4,41.6,220,17.2,18.6,14,10.2
25,3,2016,27.6,29.8,27.75,66.2,122.8,143,92.6,77.5,36.4,36,128.2,118,82.6,88,93,67.4,41.6,220,17.2,18.8,14.2,10.4
26,3,2016,27.6,29.8,27.75,66.2,123.2,143,92.6,77.5,36.4,36,128.2,118,82.6,88,93,67.4,41.6,220,17.2,18.8,14.4,10.4
27,3,2016,27.25,29.25,27,65.25,121.25,141.25,90,70,36.25,35.75,128.5,110,80,88,93,68.5,40.5,220,17,20,14.25,10.5
28,3,2016,27.6,29.8,27.75,66.2,124.2,143,92.6,78.5,36.8,36,128.2,118,82.6,88,93,67.6,42.2,220,17.2,19.4,15,10.6
29,3,2016,28,29.8,27.75,66.2,124.8,143,92.6,78.5,37,36,129,116.5,82.6,88,93,68,42.2,220,17.2,20,15.4,9.8
30,3,2016,28,29.8,27.75,66.2,125.2,143,92.6,80,37.8,36,129.6,116.5,83,88,93,68,42.2,220,17.2,20.2,15.6,10.2
31,3,2016,28,29.8,27.75,66.2,125.2,143,92.6,80,38,36,129.6,116.5,83,88,93,68,42.2,220,17.2,20.2,16.4,9.8
1,4,2016,28,29.8,27.75,66.8,126.2,143,93.6,82.5,38.6,36,129.6,116.5,83,88,93,68.4,42.2,220,17.2,20.8,16.2,9.8
2,4,2016,28,29.8,27.75,66.8,127.6,143,93.6,82.5,38.8,36,130.2,116.5,82.6,88,93,68.8,42.2,220,17.2,21,15.8,10
3,4,2016,28,29.8,27.75,66.8,127.2,143,93.6,82.5,38.8,36,130.2,116.5,82.6,88,93,68.8,42.2,220,17.2,21,15.8,10
4,4,2016,27.8,30,27.75,66.8,127.4,143,93.2,82.5,39.8,36,131,116.5,82.6,88,93,69,42.6,220,17.2,19.4,15.6,10.6
5,4,2016,27.8,30,27.75,66.8,127.4,143.4,93.4,82.5,40.4,36,132.8,116.5,83.2,88,93,69.6,42.6,220,17.2,20,15.6,11
6,4,2016,27.8,30,27.75,66.8,127.8,143.4,93.8,82.5,41,36,134.8,118,83.2,88,93,70.6,42.6,220,17.2,20.2,15.2,12.2
7,4,2016,27.8,30,27.75,67.4,128.4,143,93.8,80,41.2,36,134.8,116.5,83.2,88,93,70.6,42.6,220,17.2,20.2,15.6,13.4
8,4,2016,27.8,30,27.75,67.4,128.4,143,93.8,80,41.6,36,134.8,116.5,83.2,88,93,70.6,42.6,220,17.2,20.4,15.8,13.6
9,4,2016,27.5,29.5,27,65.25,126.5,141.75,89.75,75,41.5,35.75,133.5,110,80.75,88,93,70.75,41.75,220,17,20.5,16,13.25
10,4,2016,27.5,29.5,27,65.25,126.5,141.75,89.75,75,41.5,35.75,133.5,110,80.75,88,93,70.75,41.75,220,17,20.5,16,13.75
11,4,2016,27.8,30,27.75,68,129.6,144,94.2,81.5,41.2,36,135.2,110,83.2,88,93,70.8,42.6,220,17.2,20.2,15,15.8
12,4,2016,27.6,30,27.75,69,131.8,145.8,93.6,81.5,41.4,36,136.4,110,83.8,88,93,71.4,43,220,17.2,20.2,15,16.2
13,4,2016,27.6,30,27.75,69.6,133.8,146.8,93.6,81.5,41.4,36,136.4,116.5,83.8,88,93,71.4,43,220,17.2,21,15.8,16.6
14,4,2016,27.25,29.5,27,68,129.75,144.5,90.5,78,41,35.75,135.5,110,81.5,88,93,71.75,42.25,220,17,20.5,16.25,17
15,4,2016,27.6,30,27.75,70.8,137,152,94,81.5,41.4,36,136.6,116.5,83.8,88,93,71.4,43.4,220,17.2,21.4,15.6,16
16,4,2016,27.6,30,27.75,70.8,137,153,94,81.5,41.4,36,136.6,116.5,83.8,88,93,71.4,43.4,220,17.2,21.6,15.8,16
17,4,2016,27.6,30,27.75,70.8,137,153,94,81.5,41.4,36,136.6,116.5,83.8,88,93,71.4,43.4,220,17.2,21.6,16,16
18,4,2016,27.6,30,27.75,71.2,138.6,155.8,94,82.5,41.4,36,136.6,116.5,83.8,88,93,71.4,43.4,220,17.2,20.8,15.6,17.2
19,4,2016,27.6,30,27.75,71.2,139.2,155.8,94,82.5,41.4,36,136.6,116.5,83.8,88,93,71.4,43.4,220,17.2,20.8,15.8,17.2
20,4,2016,27.4,30,27.75,73.4,141,163,94.6,83.5,41.2,36,141.6,119,84.2,88,93,71.8,44.4,220,17.2,21,17,18
21,4,2016,27.4,30,27.75,73.4,141,163,94.6,83.5,41.2,36,141.4,118,84.4,88,93,71.8,44.4,220,17.2,21.4,16.4,17.4
22,4,2016,27.4,30.4,28.25,75,140.6,167.8,94.6,83.5,41.2,36,141.4,118,84.4,88,93,71.8,44.4,220,17.2,21.8,15.8,19.2
23,4,2016,27.4,30.4,28.25,75,140.6,168.6,94.6,83.5,41.2,36,141.4,118,84.4,88,93,71.8,44.4,220,17.2,22.2,15.8,19.4
24,4,2016,27.4,30.4,28.25,75,140.6,169.6,94.6,83.5,41.2,36,141.4,118,84.4,88,93,71.8,44.4,220,17.2,22.6,16,20.6
25,4,2016,27.5,30.5,28.25,76.5,142,171.5,95.75,86,41.5,36.25,144.5,118,83.5,88,92.67,72,46,220,17.5,21.75,15.5,19.5
26,4,2016,27.75,30.5,28.25,76.5,142,171.5,95.75,86,41.5,36.25,144.5,118,83.5,88,92.75,72,46,220,17.5,21.75,15.5,21.25
27,4,2016,27.75,30.5,28.25,77.75,142,174,95.75,86,41.5,36.25,144.5,118,83.5,88,92.5,72,46.5,220,17.5,23,15.75,25
28,4,2016,27.75,30.5,28.25,78,143,174,95.75,86,41.5,36.25,144.5,118,83.5,88,92.5,72.5,47,220,17.5,23,16.25,25.5
29,4,2016,27.75,30.5,28.25,78,143,174,95.75,86,41.5,36.25,144.5,118,83.5,88,92.5,72.25,47,220,17.5,23.25,15.75,26.75
30,4,2016,27.75,30.5,28.25,78,143,174,95.75,86,41.5,36.25,144.5,118,83.5,88,92.5,72.25,47,220,17.5,23.75,16,27.25
1,5,2016,27.5,30,28,77,145,170,91,84.09666667,41.5,35.5,142.5,107.6733333,78,81.683,93,74,44.5,220,17,22.5,17,32.5
2,5,2016,27.75,30.5,28.25,78.75,145.75,175.5,99,86,41.5,36.25,143,118,83.5,88,92.5,72.25,47.75,220,17.5,23.25,16.25,32.25
3,5,2016,28,30.5,28.25,78.75,144.75,175.5,97,86,41.5,36.25,138.33,118,86.67,88,92.5,72,47.5,220,17.5,23.25,16,33.5
4,5,2016,28,30.5,28.25,78.75,144.75,175.5,95.25,86,41.5,36.25,145.75,118,85,88,92.5,73.75,47.5,220,17.5,23.25,16,35.75
5,5,2016,28,30.5,28.25,78.75,144.75,175.5,95.25,86,41.5,36.25,145.75,118,85,88,92.5,73.75,47.5,220,17.5,23.25,16,35.75
6,5,2016,28,30.4,28.25,78.4,143.8,172.8,94.6,86.5,41.2,36,145.6,118,87,88,92.8,73.4,47,220,17.2,23.6,16.2,35.2
7,5,2016,28,30.4,28.25,78.4,143.8,172.8,94.6,86.5,41.2,36,145.6,118,87,88,92.8,73.4,47,220,17.2,24,16.4,35.6
8,5,2016,28,30.4,28.25,78.4,143.8,172.8,94.6,86.5,41.2,36,145.6,118,87,88,92.8,73.4,47,220,17.2,24,16.4,36.6
9,5,2016,28,30.2,28.25,77.6,144.2,172.8,94,86.5,41.4,36,143.4,118,86,88,92.8,72.2,47,220,17.2,24.8,16.4,39.4
10,5,2016,27.8,30.2,28.25,77.6,142.6,172.8,93.8,86.5,41.4,36,140,118,86,88,92.8,72,47,220,17.2,24.2,15.6,38.6
11,5,2016,27.8,30.2,28.75,78.8,142.8,172.4,93.8,86.5,41.4,36,143.4,118,86,88,92.8,72,47,220,17.2,24,15.6,35.4
12,5,2016,27.8,30.2,28.75,78.8,142.8,172.4,93.8,86.5,41.4,36,143.4,118,86,88,92.8,72,47,220,17.2,23.6,15.4,35
13,5,2016,27.6,30,28.75,78.4,141.8,171.6,93.8,86.5,41.4,36,143.4,118,86,88,92.8,72,47,220,17.2,24,15.4,36.2
14,5,2016,27.75,30,29.33,79,142.25,172,94.25,91,41.75,35.75,142.25,121,86.5,83.58307692,93,72,46.75,220,17,24,15.5,38.5
15,5,2016,27.6,30,28.75,78.4,141.8,171.6,93.8,86.5,41.4,36,143.4,118,86,88,92.8,72,47,220,17.2,24.2,15.6,39.2
16,5,2016,30,32,30,86,153,180,108,91,43,37,140,126,95,84.8626087,92,72.61055556,51,220,18,25,15,45
17,5,2016,27.6,30,28.75,78.4,141.8,171.6,93.8,86.5,41.4,36,143.4,118,86,88,93.2,71.4,46.8,220,17.2,24.8,15.6,43
18,5,2016,27.6,30,28.5,79.2,141.2,171.6,93.8,86.5,41.2,36,145.8,118,86,88,93.2,72,46.8,220,17.2,23.6,16.2,51.4
19,5,2016,27.75,30,28.33,80,141.5,172,94.25,91,41.5,35.75,145.25,121,86.5,84.858,93.5,71.75,46.5,220,17,23.75,16,50
20,5,2016,27.8,30,28,80,139.2,170.8,93.2,84,41.2,36,146,118,86,88,93.2,71.8,46.6,220,17.2,23.6,15.4,50
21,5,2016,27.8,30,28,80,139.2,170.8,93.2,84,41.2,36,146,118,86,88,93.2,71.8,46.6,220,17.2,24,15.4,50.6
22,5,2016,27.8,30,28,80,139.2,170.8,93.2,84,41.2,36,146,118,86,88,93.2,71.8,46.6,220,17.2,24,15.6,51
23,5,2016,28.2,30,28.25,80.8,138.8,170.4,93.2,83,41.2,36,146,118,86,88,93.2,71.8,47.6,220,17.2,23.2,15.2,53
24,5,2016,28.2,30,28.25,80.8,138.8,170,93.2,83,41.2,36,146,118,86,88,93.2,71.8,47.6,220,17.2,23.2,15.4,53
25,5,2016,27.8,30,28.25,80.8,136.8,169.4,93.2,83,41,36,146,118,86,88,93.2,71.8,48,220,17.2,24.2,15.8,55.4
26,5,2016,27.8,30,28.25,80.4,137.4,169.6,92.4,83,40.8,36,146,118,86,88,93.2,71.6,48.6,220,17.2,24.2,15.8,52.6
27,5,2016,27.8,30,28.25,80.4,137.4,169.6,92.4,83,40.8,36,146,118,86,88,93.2,71.6,49.6,220,17.2,23.8,15.6,50.6
28,5,2016,27.8,30,28.25,80.4,137.4,169.6,92.4,83,40.8,36,146,118,85.8,88,93.2,71,49.6,220,17.2,23.8,15.6,51
29,5,2016,27.8,30,28.25,80.4,137.4,169.6,92.4,83,40.8,36,146,118,85.8,88,93.2,71,49.6,220,17.2,23.8,15.8,48.6
30,5,2016,28,30,28.25,80.4,136.4,168.4,91.6,82.5,40.8,36,146.2,118,86,88,93.2,71.6,50,220,17.2,24.6,16,46.4
31,5,2016,28,30,28.25,81.6,135.4,168.4,91.6,82.5,40.8,36,146.2,118,86,88,93.2,71.2,50,220,17.2,24.8,15.8,46
1,6,2016,28,30.2,28.25,82.6,134.8,168.4,91.2,82.5,41,36,146.8,119.5,86,88,93.2,71.2,50.4,220,17.2,24.8,15.8,41.8
2,6,2016,28,30.2,28.25,82.6,135.2,169.4,91.8,82.5,41,36,146.8,119.5,86,88,93.2,71.2,50.4,220,17.2,24.2,15.6,43.4
3,6,2016,28.4,30.2,28.25,82.6,134,167.8,91.2,82.5,41.2,36,146.8,119.5,86,88,93.2,71.4,50.4,220,17.2,24.2,15.8,45
4,6,2016,28.4,30.2,28.25,82.6,134,167.8,91.2,82.5,41.2,36,146.8,119.5,85.8,88,93.2,71.4,50.4,220,17.2,24.2,15.8,44
5,6,2016,28.4,30.2,28.25,82.6,134,167.8,91.2,82.5,41.2,36,146.8,119.5,85.8,88,93.2,71.4,50.4,220,17.2,24.2,16.2,46
6,6,2016,28.4,30.2,28.25,83,133.2,167.8,91.2,82.5,41.2,36,146.8,119.5,86,88,93.2,71.4,50.4,220,17.2,24.2,16.2,51.6
7,6,2016,28.4,30.2,28.25,83,132.8,167.2,89.8,82.5,41.4,36,146.8,119.5,86,88,93.2,71.2,49.8,220,17.2,24.6,16.4,57.4
8,6,2016,28.4,30.2,28.5,83.4,132.8,166.2,89.4,82.5,41.4,36,147.2,119.5,86,88,93.2,71,49.8,220,17.2,24.8,17.4,61
9,6,2016,28.4,30.2,28.5,83,133.4,166.2,90.4,84.5,41.4,36,147.2,119.5,86,88,93.2,71,49.2,220,17.2,24.8,17,61
10,6,2016,28.4,30.2,28.5,83,133.4,166,89.6,84.5,41.4,36,147.2,119.5,86,88,93.2,71,49.2,220,17.2,24.8,17,60.6
11,6,2016,28.4,30.2,28.5,83,133.4,166,89.6,84.5,41.4,36,147.2,119.5,86,88,93.2,71.2,49.2,220,17.2,25,17.4,60
12,6,2016,28.4,30.2,28.5,83,133.4,166,89.6,84.5,41.4,36,147.2,119.5,86,88,93.2,71.2,49.2,220,17.2,25,17.4,60
13,6,2016,28.4,30.2,29.25,84,133,166,88.8,84,41.4,36,147.2,119.5,86,88,93.2,71,49.4,220,17.2,25.2,15.8,65
14,6,2016,28.4,30.2,29.25,84,133,166,88.8,84,41.4,36,147.2,119.5,86,88,93.2,71,49.4,220,17.2,25.8,16,73.4
15,6,2016,28.6,30.2,29.5,85.6,133.6,166,89.6,84,41.4,36,148.2,121.5,86,88,93.2,71.2,50,220,17.2,25.8,16,69.8
16,6,2016,28.6,30.2,29.5,86.2,134,166,89.6,84,41.4,36,148.2,121.5,86,88,93.2,71.2,50,220,17.2,25.8,16.2,63.4
17,6,2016,28.6,30.2,29.5,86.2,134,166,89.6,84,41.4,36,148.2,121.5,85.8,88,93.2,71.2,49,220,17.2,25.6,16,52.4
18,6,2016,28.6,30.2,29.5,86.2,134,166,89.6,84,41.4,36,148.2,121.5,85.8,88,93.2,71.2,49,220,17.2,25.6,16,49.6
19,6,2016,28.6,30.2,29.5,86.2,134,166,89.6,84,41.4,36,148,121.5,85.8,88,93.2,71.2,49,220,17.2,25.8,16,49
20,6,2016,28,30.2,29.75,88,134.4,167,89.6,84.5,41.2,36,146,121.5,85.8,88,93,70.4,49,220,17.2,24.8,16.4,46
21,6,2016,28,30.2,29.75,88.4,135,167,89.6,84.5,41.2,36,150.6,121.5,85.8,88,93.2,69.8,49,220,17.2,24.6,16.4,39
22,6,2016,28,30.2,29.75,89.2,134,165.8,89.6,84.5,41.2,36,152,121.5,85.8,88,93.4,69.6,49.4,220,17.2,24,16.6,35
