Day,Month,Year,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
8,1,2018,36.4,30.8,30.25,72.6,72,75.8,75.4,60.5,39.2,36,134,114.5,92.6,90,91.8,73,54.6,220,17,18.4,45,9.8
9,1,2018,36.6,30.8,30.25,72.6,72,75.8,75.4,60.5,39.2,36,134,114.5,92.6,90,91.8,73,54.6,220,17,18.4,44.8,9.8
10,1,2018,36.4,30.8,30.25,72.4,72.4,76.2,75.8,62,39.4,36,134,114.5,91.4,90,91.6,71.8,54.6,220,17,18.4,44.4,9.8
11,1,2018,36.4,30.8,30.25,72.8,72.4,76.6,75.8,62,39.4,36,134,114.5,91.4,90,91.6,71.8,54.6,220,17,19.6,44.6,9.8
12,1,2018,36.4,30.8,30.25,72.6,72.4,76.2,76,62,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,19.6,43.6,10.4
13,1,2018,36.4,30.8,30.25,72.6,72.4,76.2,76,62,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,19.6,43.6,10.6
14,1,2018,36.4,30.8,30.25,72.6,72.4,76.2,76,62,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,20,44,10.6
15,1,2018,36.4,30.8,30.25,72.6,72.4,76.2,76,62,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,20,44,10.6
16,1,2018,36.4,30.8,30.25,72.6,72.4,76.2,76,62,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,20,44,10.6
17,1,2018,36.4,30.8,30.25,72.6,72.4,76.2,76,62,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,20,44,10.6
18,1,2018,36.4,30.8,30.5,72.6,72.4,76.2,76.2,61.5,39,36,134,114.5,91.4,90,91.6,71.8,55,220,17,18.4,43,10.4
19,1,2018,36.4,30.8,30.5,72.6,72.4,76.2,76.2,61.5,39,36,134,114.5,91.4,90,91.6,71.8,54.8,220,17,18,42,10
20,1,2018,36.4,30.8,30.5,72.6,72.4,76.2,76.2,61.5,39,36,134,114.5,91.4,90,91.6,71.8,54.8,220,17,18,42,10
21,1,2018,36.4,30.8,30.5,72.6,72.4,76.2,76.2,61.5,39,36,134,114.5,91.4,90,91.6,71.8,54.8,220,17,18,42,10.4
22,1,2018,36.2,30.8,30.5,71.4,72,75.2,76.2,61.5,39,36,132.8,114.5,91.4,90,91.4,71.4,54,220,17,18.2,42.2,10
23,1,2018,36.2,30.8,30.5,71.4,72,75.2,76.2,61.5,39,36,132.8,114.5,91.4,90,91.4,71.4,54,220,17,18.2,42.2,9.8
24,1,2018,36.2,30.8,30.5,70.2,71.8,74.6,75.2,61.5,39,36,132.8,112.5,91.6,90,91.6,71.4,54,220,17,16.8,42.2,9
25,1,2018,36.2,30.8,30.5,70.2,71.8,74.6,75.2,61.5,39,36,132.8,112.5,91.6,90,91.6,71.4,54,220,17,16.6,41.4,9
26,1,2018,36.25,31,30.33,71,71.5,74.75,74.75,61,39,35.75,135,105,89.25,90,91,70.75,53,220,17,16.5,42.75,8.75
27,1,2018,36.2,30.8,30.75,70.8,71.6,74.8,75,61.5,38.8,36,133,112.5,91.6,90,91.6,71,54.4,220,17.2,17.2,42.2,9
28,1,2018,36.2,30.8,30.75,70.8,71.6,74.8,75,61.5,38.8,36,133,112.5,91.6,90,91.6,71,54.4,220,17.2,17.2,42.2,9
29,1,2018,36,30.8,30.75,70.8,71.6,74.8,75,61.5,38.8,36,133,105,91.6,90,91.6,71,54.4,220,17.2,18,35,9.2
30,1,2018,36,30.8,30.75,70.4,72,74.8,75,61.5,38.6,36,133,105,91.6,90,91.8,71.4,54.4,220,17.2,17.8,33.6,8.8
31,1,2018,36,31,30.75,69.4,71.8,74.4,74.4,60.5,38.8,36,132.8,117,91.8,90,91.8,71.5,53.6,220,17.2,17.8,32.8,8.8
1,2,2018,36,31,30.75,69.2,71.8,74.75,74.4,60.5,38.4,36,132.2,117,91.8,90,91.8,71.5,53.6,220,17.2,18.25,31.2,8.6
2,2,2018,36,31,30.75,69.2,71.8,74.75,74.4,60.5,38.2,36,132.2,117,91.8,90,91.8,71.5,53.6,220,17.2,18.5,29.2,8.4
3,2,2018,36,31,30.75,69.2,71.8,74.75,74.4,60.5,38.2,36,132.2,117,91.8,90,91.8,71.5,53.6,220,17.2,18.5,29.2,8.4
4,2,2018,36,31,30.75,69.2,71.8,74.75,74.4,60.5,37.8,36,132.2,117,91.8,90,91.8,71.5,53.6,220,17.2,18.5,30.4,9.2
5,2,2018,36,31,30.75,68.4,71.8,74.8,75,59,37.6,36,132.2,117,91.8,90,91.8,72.25,53.6,220,17.2,18.8,29,9.4
6,2,2018,35.8,31,30.75,68.4,71.8,74.8,75,59,37.5,36,132.2,117,91.8,90,91.8,72.25,53.6,220,17.2,19.2,28.8,9.6
7,2,2018,35.8,31,30.75,68,72.6,75.4,75.8,59,37.2,36,132.25,117,91.4,90,92,71.6,53.6,220,17.2,19.4,29.2,9.8
8,2,2018,35.8,31,30.75,68,72.6,75.4,75.8,59,37.2,36,133,117,91.4,90,92,71.6,53.6,220,17.2,19.4,29.4,9.6
9,2,2018,35.6,31,30.75,68,72.6,75.4,75.8,59,37.4,36,133,117,91.4,90,92,71.6,53.6,220,17.2,19.6,29.8,9.4
10,2,2018,35.6,31,30.75,68,72.6,75.4,75.8,59,37.4,36,133,117,91.4,90,92,71.6,53.6,220,17.2,19.6,29.8,9.4
11,2,2018,35.5,31,30.33,68.75,72.25,75.25,75.5,58,37.25,35.75,135.5,105,89.25,90,91.5,71.75,53,220,17,19.25,29.5,9.25
12,2,2018,35.2,31,30.75,68,72.6,75.4,75.8,59,37.6,36,133,117,91.4,90,92,71.6,53.2,220,17.2,19.6,29.2,9.2
13,2,2018,35.2,31,30.75,68,72.8,75.4,75.8,59,38,36,133,117,91.4,90,92,71.6,53.2,220,17.2,19.4,29.4,9.2
14,2,2018,35.4,31,30.5,67,72.8,75.6,76,60,38,36,133,117,91.6,90,92,72.4,53.2,220,17.2,19.6,29.4,8.8
15,2,2018,35.4,31,30.5,67,72.8,75.6,76,59.5,38,36,133,117,91.6,90,92,72.4,53.2,220,17.2,19.4,29.4,8.8
16,2,2018,35.4,31,30.5,66.25,72.8,75.6,76,59.5,38,36,133,117,91.6,90,92,72.4,53.2,220,17.2,19.4,28.8,8.8
17,2,2018,35.4,31,30.5,66.25,72.8,75.6,76,59.5,38,36,133,117,91.6,90,92,72.4,53.2,220,17.2,19.4,28.8,8.8
18,2,2018,35,31.25,31,66,72.5,75.75,75.75,61,38.5,35.75,131.25,129,93.25,88.04277778,93.75,73.5,51.5,220,17.25,19.5,30,9
19,2,2018,35.2,31,30.5,65.6,73.2,76,76.2,59.5,38,36,133,117,91.6,90,92,72.4,52.8,220,17.2,19.4,28.8,8.8
20,2,2018,35.2,31,30.5,65.6,73.2,76,76.2,59.5,38,36,133,117,91.6,90,91.8,72.2,52.8,220,17.2,18.8,28.2,8.4
21,2,2018,35,31,30.75,65.6,72.8,76,76.2,59,38.6,36,133,117,91.6,90,91.8,72.6,52.8,220,17.2,18.8,27.6,8.4
22,2,2018,35,31,30.75,65.6,72.8,76,76.2,59,38.6,36,133,117,91.6,90,91.8,72.8,52.8,220,17.2,17.8,25.6,8.4
23,2,2018,35,31,30.75,65.6,72.8,76,76.2,59,39,36,133.2,117,91.6,90,91.8,72.8,52.8,220,17.2,17.8,25.6,8.6
24,2,2018,35,31,30.75,65.6,72.8,76,76.2,59,39,36,133.2,117,91.6,90,91.8,72.8,52.8,220,17.2,18.8,25.6,8.2
25,2,2018,34.5,31.25,31.33,65.5,72.5,76.25,76,60,39.25,35.75,131.5,129,93.25,87.25153846,93.5,73.75,51,220,17.25,18.5,25.5,8.25
26,2,2018,34.8,31,30.75,65.6,72.8,76.8,76.2,59,39,36,133.8,117,91.6,90,91.8,72.8,52.4,220,17.2,18.8,24,9.2
27,2,2018,34.6,31,30.75,65.6,72.8,76.8,76.2,59,39,36,133.8,117,91.6,90,91.8,72.8,52.4,220,17.2,18.6,24,9.2
28,2,2018,34.6,31,30.75,67,72.8,76.6,76.2,58.5,38.8,36,133.8,117,91.6,90,91.8,72.8,52.4,220,17.2,18.6,22.6,8.8
1,3,2018,34.4,31,31,67,72.8,76.6,76.2,58.5,38.6,36,133.8,117,91.6,90,91.8,72.8,52.4,220,17.2,18.6,20.8,9
2,3,2018,34.4,31,31,67,72.8,74.8,76.2,58.5,38.6,36,133.8,117,91.6,90,91.8,72.8,52,220,17.2,18.6,20.4,9
3,3,2018,34.4,31,31,67,72.8,74.8,76.2,58.5,38.6,36,133.8,117,91.6,90,91.8,72.8,52,220,17.2,18.6,21,8.6
4,3,2018,34,31,30.67,68.25,72.75,74.75,75.75,58,38.5,35.75,136.5,105,89.25,90,91.25,72.75,51,220,17,19.5,21.25,8.25
5,3,2018,34.4,30.8,31,67,72.8,74.8,76.2,58.5,38.6,36,133.8,117,91.6,90,91.8,73.6,51.6,220,17,18.6,19.2,9
6,3,2018,34,30.8,31,67,73.2,74.6,76.2,58.5,38.6,36,133.8,117,91.6,90,92.2,75.4,51.2,220,17,18.6,18.8,9.2
7,3,2018,33.8,30.4,31,67.4,73,74.4,75.8,61,38,36,133.8,117,92.2,90,92.6,78.6,51.2,220,17,18.6,19.6,10
8,3,2018,33.8,30.4,31,67.4,72.8,74.6,76.2,59.5,38,36,133.8,117,92.2,90,92.8,78.6,51.2,220,17,18.6,19.6,9.8
9,3,2018,33.8,30.4,31,67.4,72.8,74.2,76.4,59.5,38,36,133.8,117,92.2,90,92.8,78.6,51.2,220,17,18.6,19.6,9.8
10,3,2018,33.8,30.4,31,67.4,72.8,74.2,76.4,59.5,38,36,133.8,117,92.2,90,92.8,78.6,51.2,220,17,18.6,19.6,9.8
11,3,2018,32,30.33,31.5,69,73,75.33,75.67,60.814,38,35.33,135.33,104.2693333,91.67,88.43571429,94.67,83.67,47.33,220,17,19.33,20,10
12,3,2018,33.8,30.4,31,67.4,72.8,74.2,76.4,59.5,37.8,36,133.8,117,92.2,90,92.8,80,51,220,17,18.6,18.8,9.2
13,3,2018,33.8,30.4,31,66.6,72.4,73.6,76,59.5,37.8,36,133.8,117,92.2,90,92.8,80,51,220,17,19,19,9
14,3,2018,33.8,30.4,31,66.6,72.8,72.8,75.4,59.5,37.8,36,133.6,117,92.2,90,93.4,80.2,51,220,17,19.4,19,8.6
15,3,2018,33.8,30.4,31,66.6,72.8,72.8,75.4,59.5,37.8,36,133.6,117,92.2,90,93.4,80.2,51,220,17,19.4,18.6,9.2
16,3,2018,33.8,30.4,31,66.6,72.8,72.8,75.4,59.5,37.8,36,133.6,117,92.2,90,93.4,80.2,51,220,17,19.4,18,9.6
17,3,2018,33,30.5,31.67,67.75,73,74.25,75.5,61,37.75,35.75,132,129,94,91.975,95.5,83,49.25,220,17,19.25,18,9.25
18,3,2018,33,30.5,31.67,67.75,73,74.25,75.5,61,37.75,35.75,132,129,94,87.668,95.5,83,49.25,220,17,19.25,18,9.5
19,3,2018,33.8,30.4,31,66.6,72.8,72.8,75.4,59.5,37.6,36,133.6,117,92.2,90,93.4,80,51.2,220,17,19.6,17.2,13.6
20,3,2018,33.8,30.4,31,66.6,72.8,72.4,75.4,59.5,37.6,36,133.6,117,92.8,90,93.4,80,51.2,220,17,20,17.2,15.4
21,3,2018,33.8,30.2,31.25,67,72.8,72.6,75.8,59.5,37.4,36,133.6,117,93.4,90,93.2,80,51,220,17,20,17,14
22,3,2018,33.8,30.2,31.25,67,72.8,72.6,75.8,59.5,37.4,36,133.6,117,93.4,90,93.2,80,51,220,17,20,16.8,13
23,3,2018,33.8,30.2,31.25,67,72.8,72.6,75.8,59.5,37.4,36,133.6,116.5,93.4,90,93.2,80,51,220,17,20,16.8,12.2
24,3,2018,33,30.25,32,68.25,73,74,76,61,37.25,35.75,132,128,95.5,90.9645,95.25,82.75,49.25,220,17,20,17.25,10.75
25,3,2018,33,30.25,32,68.25,73,74,76,61,37.25,35.75,132,128,95.5,88.89133333,95.25,82.75,49.25,220,17,20,17.25,10.75
26,3,2018,33.8,30.2,31.25,65.6,72.4,72.4,75.8,59.5,37.4,36,133.6,116.5,93.4,90,93.2,80,51,220,17,19.6,18,14.8
27,3,2018,33.8,30.2,31.25,65.6,72.4,72.4,75.8,59.5,37.4,36,133.6,116.5,93.4,90,93.2,80,51,220,17,19.6,17.4,14.6
28,3,2018,33.8,30.2,31,65.8,72,72.2,76,60,37.2,36,133.6,117,93.6,90,93.2,80.2,50.8,220,17,19.6,17.4,14
29,3,2018,33.8,30.2,31,65.8,72,72.2,76,60,37.2,36,133.6,117,93.6,90,93.2,80.2,50.8,220,17,19.6,17.4,14
30,3,2018,33.8,30.2,31,65.8,72,72.2,76,60,37.2,36,133.6,117,93.6,90,93.2,80.2,50.8,220,17,19.6,17.6,14
31,3,2018,33,30.25,31.67,66.75,72,73,76.25,62,37,35.75,132,129,95.75,91.83285714,95.25,83,49,220,17,20,18.25,14.75
1,4,2018,33.8,30.2,31,65.8,72,72.25,75.4,60,37.2,36,133.6,117,93.6,90,93.2,80.2,50.8,220,17,20,17.6,14.4
2,4,2018,33.6,30.2,31,65.8,71.8,71.4,75.4,60,36.6,36,133.6,117,93.6,90,93,80.6,50.8,220,17,20.2,16.4,13.2
3,4,2018,33.6,30.2,31,65.8,71.8,71.4,75.4,60,36.6,36,133.6,117,93.6,90,93,80.6,51.2,220,17,20.4,16.6,13
4,4,2018,33.6,30.4,31,64.8,71.6,72,75,58,36.2,36,133.6,116.5,93.6,90,93.2,80.8,50.8,220,17,20.4,16.6,12.6
5,4,2018,28,29,32,68,72,68,75,61.88551724,35,37,135,109.1525,79,91.76884615,95,82,46,220,17,20,16,13.6
6,4,2018,33.6,30.4,31,64.6,71.6,72.2,75.6,58.5,36.2,36,133.6,116.5,93.6,90,94,82.4,51.2,220,17,20.4,15.8,13.8
7,4,2018,33.6,30.4,31,64.6,71.6,72.2,75.6,58.5,36.2,36,133.6,116.5,93.6,90,94.4,83,50.6,220,17,20.4,15.8,14.4
8,4,2018,33.6,30.4,31,64.6,71.6,72.2,75.6,58.5,36.2,36,133.6,116.5,93.6,90,94.4,83,50.6,220,17,20.4,16,14.8
9,4,2018,33.6,30.4,31,64,70.8,71.6,75.6,58.5,36.2,36,133.6,118.5,94.6,90,94.4,83.2,50.4,220,17,21.8,15.2,13.2
10,4,2018,33.6,30.4,31,64,70.8,71.6,75.6,58.5,36,36,133.6,118.5,94.6,90,94.4,83.2,50,220,17,21.6,15.2,13
11,4,2018,33.6,30.4,31,63.2,71,72.4,76,58.5,36,36,133.6,116.5,93.6,90,94.2,83.4,50,220,17,22,16.2,12.8
12,4,2018,33.6,30.4,31,63.2,71,72.4,76,58.5,36,36,133.6,116.5,93.6,90,94.2,83.4,50,220,17,22,16.2,12.2
13,4,2018,33.6,30.4,31,63.2,71,72.4,76,58.5,36,36,133.6,116.5,93.6,90,94.2,83.4,50,220,17,22,16.2,12.6
14,4,2018,32.75,30.5,31.67,64.25,71.25,73,75.75,59,35.75,35.75,132,128,95.75,88.760625,95.25,84.25,49.5,220,17,22.5,16.75,12.25
15,4,2018,34.33,31,31.5,64,71.67,74,76,59,36,35.33,131,128,101.33,88.66375,95.33,84.67,50.67,220,17,22,15.67,12.33
16,4,2018,33.8,30.4,31,61,71,72.4,75,58.5,35.8,36,133.6,116.5,93.6,90,94.2,83.2,50,220,17,22,15.8,14.8
17,4,2018,33.8,30.4,31,61,71,72.4,75,58.5,35.8,36,133.6,116.5,93.6,90,94.2,83.2,50,220,17,23,15.6,14
18,4,2018,33.8,30.2,31,60.6,70.6,72.4,74.6,58.5,35,36,133.6,116.5,93.6,90,94.6,83.4,50,220,17,24.4,15,13.6
19,4,2018,34,30.2,31,60.6,70.6,72.4,74.6,58.5,35,36,133.6,116.5,93.6,90,94.6,83.4,50,220,17,24.8,15.2,13.4
20,4,2018,34,30.2,31,61.4,70.6,72.4,74.6,58.5,34.8,36,133.6,116.5,93.6,90,94.6,83.2,50,220,17,24.8,14.6,12.8
21,4,2018,34,30.2,31,61.4,70.6,72.4,74.6,58.5,34.8,36,133.6,116.5,93.6,90,94.6,83.2,50,220,17,24.8,14.6,12.8
22,4,2018,33.25,30.25,31.67,62,70.75,73,74,59,34.5,35.75,132,128,95.75,89.06428571,95.75,84,49.5,220,17,24.25,15,13.75
23,4,2018,34,30.2,31,61,70.6,72.4,74.6,58.5,34.6,36,135.6,116.5,93.6,90,94.6,83.2,50,220,17,25,15.4,14
24,4,2018,33.8,30.2,31,61,70.6,72.8,74.6,58.5,34.4,36,135.6,116.5,93.6,90,93.8,83.2,50,220,17,25,15.4,13.4
25,4,2018,34,30.2,31,61.6,70.6,73.2,74.6,58.5,34,36,137.2,116.5,93.6,90,93.8,83,50,220,17,25,14.8,13.4
26,4,2018,34,30.2,31,61.6,70.6,73.2,74.6,58.5,34,36,137.2,119,92.6,92.5908,94.6,83,50,220,17,25,14.6,12.4
27,4,2018,34,30.2,31,61.6,70.6,73.2,74.6,58.5,34,36,137.2,119,92.8,92.68,94.6,82.6,50,220,17,25,14.6,12.2
28,4,2018,34,30.2,31,61.4,70.4,73.2,74.6,56.5,33.4,36,137.8,119,94,93.0125,95.6,83.6,50,220,17,25,14.8,12.2
29,4,2018,34,30.2,31,61.4,70.4,73.2,74.6,56.5,33.4,36,137.8,119,94,90.345625,95.6,83.6,50,220,17,25,14.8,12.2
30,4,2018,34,30.2,31,62.4,70.4,73.2,74.6,56.5,33.4,36,137.2,119,94,91.3975,95.6,83.8,50,220,17,24.6,14.8,13
1,5,2018,35.67,30.67,30.67,62.33,70.67,73.67,76,56.5,34,36,138.33,119,95.33,89.614,96,84.67,52,220,17,24.33,14.67,12
2,5,2018,34,30.2,31,61.8,70.4,72.8,74.6,56.5,33.4,36,137,119,94,91.99923077,95.6,83.6,49.4,220,17,24.2,14.8,13
3,5,2018,34,30.2,31,61.4,70.4,72.8,74.6,56.5,33.4,36,137.2,119,94,92.43846154,95.6,83.6,49.4,220,17,24.2,14.6,12.2
4,5,2018,34,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,137.4,119,94,91.99958333,95.6,83.6,49.8,220,17,24.2,14.4,11
5,5,2018,34,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,137.4,119,94,92.61428571,95.6,83.6,49.8,220,17,24.2,14.4,11
6,5,2018,33.5,30.25,31.33,62.5,70.75,73.75,74.75,58,33,35.75,136,128,96,89.26666667,95.75,83.25,49.25,220,17,24,14.5,10.75
7,5,2018,34,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,136.8,119,94,92.72,95.6,83.6,49.8,220,17,24.4,14.8,11.8
8,5,2018,33.8,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,136.8,119,94,92.57038462,95.6,83.6,49.8,220,17,24,14.6,11
9,5,2018,33.8,30.4,31,61,70.4,72.8,75.4,55,33.2,36,137.4,119,94,92.11538462,95.6,83.6,49.8,220,17,24.4,14.6,12
10,5,2018,33.8,30.4,31,61,70.4,72.8,75.4,55,33.2,36,137.4,119,94,92.84692308,95.6,83.6,49.8,220,17,24.6,14.6,12
11,5,2018,33.8,30.4,31,61,70.4,72.8,75.4,55,33.2,36,137.4,119,94,92.00269231,95.6,83.6,49.8,220,17,24.6,15.6,12.4
12,5,2018,33.8,30.4,31,60,70.4,72.8,75.4,55,33.2,36,138.8,119,94,93.38222222,95.6,83.6,49.8,220,17,24.6,15.6,12.2
13,5,2018,33.8,30.4,31,60,70.4,72.8,75.4,55,33.2,36,138.8,119,94,88.09071429,95.6,83.6,49.8,220,17,24.6,15.8,12.2
14,5,2018,33.8,30.4,31,59.2,70.4,72.8,75.4,55,32.8,36,135.5,119,94,92.55777778,95.6,84,49.4,220,17,24.8,14.6,13.4
15,5,2018,33.8,30.4,31,59.2,70.4,72.8,75.4,55,32.8,36,135.5,119,94,92.92730769,95.6,84,49,220,17,24.8,14.6,13.2
16,5,2018,33.8,30.2,31.25,59.6,71,73.2,75,56.5,32.8,36,135.75,119,94,92.49541667,95.6,84.25,49.4,220,17,24.2,14.4,13.2
17,5,2018,33.8,30.2,31.25,59.6,71,73.2,75,56.5,32.8,36,138,128,94,92.5148,95.6,84.25,49.4,220,17,24.2,14.4,13.4
18,5,2018,33.8,30.2,31.25,59.6,71,73.2,75,56.5,32.8,36,138,128,94,93.34888889,95.6,84,49.4,220,17,24.2,14.6,13.2
19,5,2018,33.8,30.2,31.25,59.6,71,73.2,75,56.5,32.8,36,138,128,94,92.83863636,95.6,84,49.4,220,17,24.2,14.6,13.8
20,5,2018,33.8,30.2,31.25,59.6,71,73.2,75,56.5,32.8,36,138,128,94,89.47857143,95.6,84,49.4,220,17,24.2,14.8,14
21,5,2018,33.8,30.2,31.25,59.4,70.8,73.2,75,56.5,32.6,36,139,128,94,93.31035714,95.6,84.2,49.4,220,17,24.2,14.6,13
22,5,2018,33.8,30.2,31.25,59.4,70.8,73.2,75,56.5,32.6,36,139,128,94,92.32740741,95.6,84.2,49.4,220,17,24.2,14.6,12.4
23,5,2018,33.8,30.2,31.75,59.2,70.4,73.4,75.6,57,32.6,36,139,128,94,92.72518519,95.6,84.4,50,220,17,25.4,14.2,12.6
24,5,2018,33.8,30.2,31.75,59.2,70.4,73.4,75.6,57,32.6,36,139,128,94,93.1004,95.6,84.4,50,220,17,26.2,14.2,13.6
25,5,2018,33.8,30.2,31.75,59.2,70.4,73.4,75.6,57,32.6,36,139,128,94,92.71607143,95.6,84.4,50,220,17,25.8,14.4,14
26,5,2018,33.25,30.25,32.67,60,70.5,73.5,75.25,60,32.75,35.75,138.75,128,96,94.3265,95.75,84.25,49.5,220,17,25.75,14.75,14.25
27,5,2018,33.8,30.2,31.75,59.2,70.4,73.4,75.6,57,32.6,36,139,128,94,88.34666667,95.6,84.4,50,220,17,25.8,14.6,14.8
28,5,2018,33.8,30.2,31.75,59.2,70.4,73.4,76,57,32.6,36,139,128,94,92.91892857,95.6,84.4,50,220,17,25.8,14.8,13.8
29,5,2018,33.8,30.2,31.75,59.2,70.4,73.4,76,57,32.6,36,139,128,94,91.73961538,95.6,84.4,50,220,17,25,14.6,14.2
30,5,2018,33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128,94,93.03035714,95.4,84.6,49.6,220,17,25.2,14.6,14.8
31,5,2018,33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128,94,92.83896552,95.4,84.6,49.6,220,17,25.2,14.6,15.2
1,6,2018,33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128,94.2,92.13571429,95.6,84.8,50.2,220,17,25.2,15.2,16.6
2,6,2018,33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128,94.2,92.385,95.6,84.8,50.2,220,17,25.2,15.2,16.6
3,6,2018,33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128,94.2,88.21214286,95.6,84.8,50.2,220,17,25.2,15.2,16.6
4,6,2018,33.8,30.2,31.75,59.8,71,73.6,76.4,56.5,33.4,36.4,140.2,128,94.2,92.42111111,95.6,84.8,49.6,220,17,25.6,16.8,16.4
5,6,2018,33.8,30.2,31.75,60,70.6,73.6,76.2,56.5,33.4,36.4,140.2,128,94.2,93.29071429,95.6,84.8,49.2,220,17,25.6,16.8,17
6,6,2018,33.8,30.2,31.75,60,70.6,73.6,76.2,56.5,33.4,36.4,140.4,128,94.2,93.35517241,95.6,84.8,49.2,220,17,26,16.8,17
7,6,2018,33.8,30.2,31.75,60,70.6,73.6,76.2,56.5,33.4,36.4,140.4,128,94.2,93.26678571,95.6,84.6,49.2,220,17,25.6,17.8,17.6
8,6,2018,33.8,30.2,31.25,60,70.6,73.6,76.2,56.5,33.6,36.4,140.4,128,94.2,92.65444444,95.6,84.6,49.2,220,17,26,18,17.2
9,6,2018,33.75,29.75,31.33,57.75,70.75,73.5,76.5,56.5,34.5,36.5,136.5,128,93.75,94.70176471,95.25,84,49.5,220,17,26.25,17.5,17
10,6,2018,33.25,30.25,32,61,70.75,73.75,76,59,35,36.25,140.5,128,96,89.31333333,95.5,84.25,48.5,220,17,26.25,18.5,17.25
11,6,2018,34.6,30.2,32,60,70.4,73.8,76.4,56.5,38.2,36.4,140.4,128,94.2,93.12285714,96,84.6,48.4,220,17,25.6,17.2,16.6
12,6,2018,34.6,30.2,32,60,70.4,73.8,76.4,56.5,38.2,36.4,140.4,128,94.2,92.3325,96,84.6,48.4,220,17,25.4,17.6,17.2
13,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,140.4,128,94.2,93.33857143,96,84.6,49,220,17,26.2,18.2,17.6
14,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,140.4,128,94.2,93.13814815,96,84.6,49,220,17,26.2,17.4,17.2
15,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,140.4,128,94.2,91.91391304,96,84.6,49.6,220,17,26.2,17.8,17
16,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,140.4,128,94.2,89.759375,96,84.6,49.6,220,17,26.2,17.8,17
17,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,140.4,128,94.2,89.07461538,96,84.6,49.6,220,17,26.2,17.8,17.2
18,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,135.5,128,94.2,93.46482759,97.2,84.4,49.6,220,17,25.6,18.6,19.4
19,6,2018,34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39,36.4,139.6,128,94.2,93.48206897,97.2,84.4,49.6,220,17,25.6,19.2,20.4
20,6,2018,34.6,30.8,31.5,57.8,70.4,73.4,76,57.5,38.8,36.4,139.6,128,94.2,93.28444444,97.8,84.4,49.8,220,17,26,18.8,20
21,6,2018,34.6,30.8,31.5,57.8,70.4,73.4,76,57.5,38.8,36.4,139.6,128,94.2,93.04555556,98,84.2,49.8,220,17,26,18.8,20.4
22,6,2018,34.6,30.8,31.5,57.4,70.4,73.4,76,57.5,38.8,36.4,139.6,128,95.4,93.29827586,98,84.2,49.8,220,17,26,19.4,20.4
23,6,2018,35.25,31,31.5,57.25,70.5,73.5,76.25,57.5,38.5,36.75,141.75,128,93,92.27095238,98,84.25,50.25,220,17,26.25,19.75,21
24,6,2018,34.6,30.8,31.5,57.4,70.4,73.4,76,57.5,38.8,36.4,139.6,128,95.4,88.49666667,98,84.2,49.8,220,17,26,19.8,20.4
25,6,2018,34.6,30.8,31.5,57.2,70.4,73.4,76,57.5,38,36.4,139.6,128,94.8,92.80321429,98.6,84.2,49.6,220,17,25.6,19,18.6
26,6,2018,34.6,30.8,31.5,57.2,70.4,73.4,76,57.5,38,36.4,139.6,128,94.8,93.19333333,98.6,84.2,49.6,220,17,25,18.8,17.4
27,6,2018,34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128,94.8,93.27482759,97.8,83.6,49,220,17,25.6,17.4,16.2
28,6,2018,34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128,94.8,93.1725,97.4,83.4,49,220,17,25.6,17.4,16.2
